id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3191,Malleson Garden Cottage,3754,Brigitte,,Ward 57,-33.94739,18.476,Entire home/apt,657,3,46,2019-03-10,0.64,1,324
13044,JAMBO Guest House / Green Room,50700,Barry & Mina,,Ward 115,-33.90771,18.40535,Private room,1301,3,2,2016-02-06,0.02,5,0
15007,Blaauwberg House,59072,Dirk,,Ward 23,-33.80114,18.4618,Entire home/apt,2042,2,26,2019-01-31,0.40,4,336
15068,Grande Bay,59318,Linda,,Ward 23,-33.78799,18.46082,Entire home/apt,2797,4,0,,,13,364
15077,Top relaxed beach living in style ,59342,Georg,,Ward 4,-33.85878,18.4897,Entire home/apt,1343,6,5,2016-12-10,0.07,5,347
15180,The Melkbaai - Beachfront,59663,Heinri,,Ward 83,-34.11124,18.82349,Entire home/apt,559,2,0,,,1,365
15199,Self catering apartment,59694,Alexa,,Ward 115,-33.91044,18.41239,Entire home/apt,124994,14,2,2016-04-15,0.03,1,365
15285,Waterford Guest House,59964,Chris+Alison,,Ward 71,-34.03863,18.43128,Entire home/apt,895,2,6,2018-01-02,0.07,3,319
15331,Mountview Accommodation,60058,Francis,,Ward 60,-33.97069,18.49697,Entire home/apt,573,2,3,2014-01-13,0.03,1,180
15354,"Aurora Self Catering Units, Durbanville, Cape Town",60196,I,,Ward 112,-33.82924,18.63144,Entire home/apt,643,3,1,2018-01-01,0.06,1,364
15480,In hip designer district of Cape T.,60443,Jean,,Ward 115,-33.92941,18.42277,Entire home/apt,601,30,13,2017-02-27,0.12,1,300
15704,Hollywood Mansion & Spa Camps Bay with Butler,61441,Kevin,,Ward 54,-33.96462,18.37595,Entire home/apt,17900,4,1,2017-11-14,0.06,4,353
16259,Chambery - luxury self catering,63255,Cheryl,,Ward 59,-33.99463,18.46505,Entire home/apt,1245,2,6,2016-12-31,0.10,3,258
17270,VILLA CARRARA W SELF-CATERING-VIEWS,66986,Henri,,Ward 115,-33.91073,18.40866,Entire home/apt,797,3,131,2019-03-31,1.23,2,324
18499,Rooms in Halaal Villa Cape Town De Tijger,71221,Abe,,Ward 2,-33.88856,18.59054,Private room,699,7,0,,,1,364
18974,Upmarket Room,72598,Hanlie,,Ward 70,-33.86889,18.60141,Private room,1133,1,0,,,1,365
19271,Largo House self catering suite,73439,Beverley,,Ward 59,-33.97905,18.45676,Private room,615,2,37,2019-03-03,0.42,3,338
19384,Room with a view under Table Mountain.,73764,Ingrid,,Ward 77,-33.92667,18.40623,Private room,797,1,4,2017-12-02,0.17,1,0
19398,Apartments on the Beach,73779,Roger,,Ward 23,-33.73046,18.43966,Entire home/apt,4699,5,0,,,1,364
19561,Apartment in Durbanville,74188,Cherry,,Ward 103,-33.84192,18.67661,Private room,2797,2,0,,,1,364
19658,Private Room,74504,Ricardo,,Ward 5,-33.87058,18.53464,Private room,1398,7,0,,,1,365
19725,Apartment overlooking Simonstown Yacht Basin,59616,Dennis,,Ward 61,-34.19571,18.43174,Entire home/apt,797,2,15,2018-10-05,0.38,1,344
19811,MARINA VIEWS,74863,Nigel,,Ward 64,-34.08428,18.47585,Entire home/apt,4000,14,0,,,1,365
20125,Double Bedr0om to Rent,76161,Debbie,,Ward 73,-34.02811,18.48246,Private room,1217,1,0,,,1,364
20263,Villa Honeywood Five Star Self Catering Villa,837661,Daniel,,Ward 64,-34.13572,18.42007,Entire home/apt,5999,3,0,,,2,363
20327,"Annie, Private Room 4 2",76740,Annemarie,,Ward 3,-33.88183,18.67086,Private room,1398,1,0,,,1,364
20670,ROOM TO LET,78185,Gill,,Ward 64,-34.09117,18.48396,Private room,1049,3,0,,,1,364
20819,World Cup Football Cape Town ,78859,Amanda,,Ward 62,-34.02452,18.42022,Private room,2377,3,0,,,1,364
21097,Rooms in Family Home.,80295,Ray,,Ward 1,-33.87914,18.58121,Shared room,699,1,0,,,1,365
21800,Sunny private bedroom with own entrance,74121,Marianne,,Ward 15,-34.05091,18.83483,Private room,378,1,10,2019-02-03,1.09,1,83
22994,Heritage Home in Cape Town suburbs,89107,Sandra,,Ward 58,-33.95733,18.4881,Entire home/apt,1119,5,12,2019-01-06,0.11,2,45
23175,Avocet Cape Town Villa - Rooms/B&B,79694,Harriet,,Ward 113,-33.83242,18.49489,Private room,503,1,1,2019-01-01,0.28,8,365
23349,cape town 2010 private room,91246,Cathy,,Ward 55,-33.91281,18.4823,Private room,699,2,0,,,2,365
23350,african  2010 villa in cape town,91246,Cathy,,Ward 55,-33.91475,18.48384,Entire home/apt,1818,3,0,,,2,365
24670,The Original Majestic Apartment - Kalk Bay,100431,Grant,,Ward 64,-34.12549,18.44792,Entire home/apt,1496,4,10,2018-12-06,0.27,2,248
25122,Walk to Green Point Stadium!,104107,Stephanie,,Ward 54,-33.91261,18.39363,Entire home/apt,7650,7,0,,,1,364
26828,world cup accomodation,114410,Stef,,Ward 57,-33.93596,18.46945,Entire home/apt,6293,1,0,,,1,365
28702,Waterford-Paddaplek Self Catering,59964,Chris+Alison,,Ward 71,-34.03765,18.43083,Entire home/apt,699,2,0,,,3,320
28707,Waterford-Sunbird  B&B Suite,59964,Chris+Alison,,Ward 71,-34.03644,18.431,Entire home/apt,1007,2,4,2019-01-05,0.05,3,320
31359,"Halaal Accommodation in Parow North, Cape Town",134594,Abe (S.A.),,Ward 21,-33.84986,18.66582,Private room,685,2,0,,,8,364
32191,nice garden apartment 15km > stadiu,138928,Hoosain,,Ward 58,-33.96421,18.48952,Private room,769,1,0,,,1,364
36347,"Cosy, Downtown Loft with Mountain Views over Rooftop Deck",156196,Alan,,Ward 115,-33.92383,18.42201,Entire home/apt,1384,1,214,2019-04-07,3.53,21,298
36483,Large Furnishished Studio-Suite,156910,Dave,,Ward 107,-33.8212,18.48323,Private room,545,1,36,2019-02-23,0.40,3,365
36485,Ocean Blue Guest House,156910,Dave,,Ward 107,-33.81849,18.48452,Private room,545,1,26,2017-02-06,0.26,3,365
36499,Furnished Garden Cottage For Rent,156910,Dave,,Ward 107,-33.81933,18.48403,Entire home/apt,545,3,29,2018-03-25,0.31,3,365
44334,Purple House on Jarvis B&B,194391,Guido & Henk,,Ward 115,-33.91411,18.41585,Private room,1398,1,23,2016-07-18,0.26,4,280
49289,Your Apartment in Cape Town,224616,Marco,,Ward 54,-33.91445,18.40076,Entire home/apt,2000,5,134,2019-03-31,1.36,3,225
54153,MODERN 2 BEDROOM APT IN CAPE TOWN,253565,Jared,,Ward 115,-33.91124,18.41137,Entire home/apt,1538,2,14,2016-05-15,0.16,1,229
54730,Huge Bright Sunny 3 Bedroom 2 Bathroom in Fresnaye,253705,Michael,,Ward 54,-33.9216,18.38895,Entire home/apt,867,365,0,,,1,365
59616,Drafstap Cottage,286547,Marita,,Ward 105,-33.82288,18.73171,Entire home/apt,895,2,0,,,1,178
60296,Apartment Cape Town,290396,Patrick,,Ward 77,-33.94027,18.41844,Entire home/apt,1203,2,56,2019-02-27,1.00,1,332
67439,Devil's Peak -  Separate Apartment,328952,Angela,,Ward 77,-33.93478,18.42704,Entire home/apt,489,3,56,2019-02-24,0.61,1,297
82212,Perfect Beachfront Apartment,404176,Gayle,,Ward 54,-33.91728,18.38699,Entire home/apt,1706,3,28,2018-02-09,0.30,3,231
96036,Unique Town House -Green Point,510489,Christan,,Ward 115,-33.91113,18.40864,Entire home/apt,2405,2,14,2019-01-10,0.16,1,122
97100,Cape Cottage,512746,Revere,,Ward 70,-33.88279,18.62065,Private room,895,3,0,,,1,365
101292,ChicShak Self Catering Accommodation in Muizenberg,531026,Carey,,Ward 64,-34.10314,18.47446,Entire home/apt,406,1,12,2019-03-22,0.16,1,362
103507,The Lions Guest House - The Lion Room,539579,Antony,,Ward 77,-33.93326,18.40511,Private room,1608,2,43,2019-01-01,0.46,9,282
106673,4 Omega. Walk to the beach for Surf & Sun,552892,Mike,,Ward 23,-33.80488,18.46716,Entire home/apt,811,2,19,2019-03-11,0.37,1,179
114218,Mid-century House with Breathtaking Views,579839,Oliver,,Ward 77,-33.93903,18.39973,Entire home/apt,6293,5,16,2019-03-24,0.18,1,38
120080,Green Elephant Backpackers Dorm Bed,604948,Howard,,Ward 57,-33.93837,18.46609,Shared room,182,1,32,2019-03-27,0.35,6,361
123012,The Studio,615652,Doreen,,Ward 115,-33.93142,18.40742,Entire home/apt,1804,1,33,2018-09-02,0.37,6,365
123076,GARDEN COTTAGE,615652,Doreen,,Ward 77,-33.93243,18.40678,Entire home/apt,2797,1,16,2017-09-24,0.17,6,364
133339,Constantia Villa - Cape Town,654987,Alice,,Ward 77,-33.93541,18.40407,Private room,727,3,85,2019-02-27,0.91,3,321
141734,Windermere Quinns Holiday Home,689156,Sylvia & Dieter,,Ward 84,-34.07609,18.8814,Private room,713,6,1,2014-08-12,0.02,1,363
146905,BLUE ROBIN HOLIDAY HOME,710206,Pam,,Ward 23,-33.80124,18.46102,Entire home/apt,951,2,3,2018-11-26,0.10,1,322
154201,Harbour Place,741709,Zelda,,Ward 64,-34.12805,18.44703,Entire home/apt,2196,3,4,2019-01-01,0.08,1,353
168566,Comfortable and easily accessible,793839,Karen,,Ward 83,-34.11119,18.82884,Entire home/apt,434,3,0,,,1,365
177357,Heritage Homestay: Experience local hospitality,89107,Sandra,,Ward 58,-33.95784,18.48737,Private room,559,4,9,2018-03-29,0.17,2,338
180270,Redbourne Hilldrop,863675,Redhill,,Ward 77,-33.94211,18.41022,Private room,1203,2,0,,,1,0
184135,Art filled apartment in the CityBowl,883319,Zuki,,Ward 115,-33.92724,18.41424,Entire home/apt,2797,7,3,2014-02-20,0.04,1,363
186138,Jarvis Street Cottage,194391,Guido & Henk,,Ward 115,-33.91484,18.41765,Entire home/apt,1496,2,32,2017-12-14,0.36,4,302
186884,Self Catering Seaside Apartment,898290,Cliff,,Ward 61,-34.15179,18.42829,Entire home/apt,853,1,4,2019-01-05,0.25,3,0
188032,Solanga Villa,905412,Kate And Tony,,Ward 61,-34.19618,18.37163,Entire home/apt,1398,7,0,,,2,0
218269,Spacious Heritage Cottage in the City,1128691,Guy,,Ward 115,-33.93164,18.40916,Entire home/apt,1203,2,54,2019-03-26,0.59,1,341
231402,Braeside House Loft Apartment,1209960,Stuart,,Ward 115,-33.90867,18.40617,Entire home/apt,1007,3,94,2019-02-15,1.04,2,327
255987,"Bellevue Manor Guest House, SEA POINT, CAPE TOWN",1345936,Gary,,Ward 54,-33.91542,18.39293,Private room,461,1,22,2019-04-12,1.57,1,338
256720,Green Elephant Private Room,604948,Howard,,Ward 57,-33.93869,18.46598,Private room,545,1,4,2014-05-24,0.05,6,365
256976,Navine's Homestay - Ottery,1354282,Navine,,Ward 63,-34.00845,18.51514,Private room,294,5,2,2018-08-05,0.08,6,179
263584,Sandyshores Self-Catering  Accommodation Blouberg,1383294,Sandy,,Ward 107,-33.82092,18.47877,Entire home/apt,853,2,2,2018-01-08,0.04,1,365
274403,"en-suite room in Guesthouse, Somerset West",1435034,Thomas & Elke,,Ward 84,-34.09128,18.84207,Private room,755,1,5,2015-02-25,0.07,2,364
275095,"SELF-CATERING Apartment, Somerset West",1435034,Thomas & Elke,,Ward 84,-34.09156,18.84217,Private room,895,3,0,,,2,365
275876,"Kloof Street Cottage, huge deck & panoramic views",1441807,Martin,,Ward 115,-33.93109,18.40717,Entire home/apt,1021,2,136,2019-04-04,1.54,1,92
281316,The Lions Private Buffalo Apartment,539579,Antony,,Ward 77,-33.93099,18.40566,Entire home/apt,1776,2,20,2016-03-13,0.23,9,294
282586,Cottage de la Mer with sea views and dream pool,1384294,Patrick V.,,Ward 54,-33.92659,18.38326,Entire home/apt,1902,3,17,2019-03-29,0.33,1,361
282606,Comfortable and pretty room with experienced hosts,807223,Katrine,,Ward 59,-33.99766,18.4682,Private room,350,2,33,2017-09-07,0.44,3,355
283053,Braeside House Main Apartment,1209960,Stuart,,Ward 115,-33.90916,18.40569,Entire home/apt,1496,3,57,2019-01-13,0.64,2,317
286935,Green Elephant Backpackers Dorm Bed,604948,Howard,,Ward 57,-33.93842,18.46479,Shared room,182,1,16,2019-02-14,0.25,6,364
286940,Green Elephant Private Room,604948,Howard,,Ward 57,-33.93722,18.46557,Private room,643,1,2,2015-07-22,0.03,6,365
287211,Family home  Cape town,1494208,Fiona,,Ward 77,-33.93369,18.40481,Entire home/apt,2503,7,20,2018-02-21,0.31,1,177
291205,"""Sevensleepers"" Holiday Apartment",1512563,Hanne,,Ward 71,-34.07028,18.44949,Entire home/apt,783,3,10,2018-01-01,0.13,1,365
292170,"Gay-friendly, City Bowl  Cape Town",1513113,Sandra,,Ward 77,-33.9343,18.42098,Private room,350,3,4,2017-11-12,0.08,2,363
295626,Green Elephant Backpackers Dorm Bed,604948,Howard,,Ward 57,-33.93829,18.46641,Shared room,210,1,5,2019-02-10,0.09,6,365
295655,Green Elephant Private Room,604948,Howard,,Ward 57,-33.93704,18.46587,Private room,643,1,2,2016-03-24,0.03,6,365
298622,Stunning sea view apt in the Cape,1539169,Diane,,Ward 61,-34.20866,18.45794,Entire home/apt,1245,2,58,2019-01-02,0.67,2,334
299380,Charming budget bedsit in the Cape,1539169,Diane,,Ward 61,-34.20766,18.45856,Entire home/apt,448,2,27,2018-12-30,0.31,2,362
302227,Cape Town City Vibes AVAILABLE 1 Oct 2018,1549819,Erika+Lynne,,Ward 115,-33.92797,18.41404,Entire home/apt,629,360,14,2017-09-27,0.16,1,363
344107,Serenity Lodge - Helen's Cottage,539579,Antony,,Ward 77,-33.94555,18.4209,Entire home/apt,1902,2,20,2015-12-23,0.23,9,363
357793,City Chic meets Table Mountain,1802190,Liliane,,Ward 115,-33.92414,18.42065,Entire home/apt,1678,3,179,2019-04-04,2.18,2,216
357993,Beach View Studio with Balcony Walkout,1811942,Shannon,,Ward 54,-33.96296,18.37931,Entire home/apt,1203,2,87,2019-03-24,1.39,4,157
358371,"House 2 Bed & 2 bath, garden, garage, views, patio",1814011,Roxanne And Seth,,Ward 77,-33.93871,18.43041,Entire home/apt,2699,3,0,,,2,291
363935,Surfers' Dream,1838554,Antje,,Ward 64,-34.10295,18.47561,Entire home/apt,1203,7,3,2019-01-02,0.06,1,66
370531,Light & Fun House in Cape Town,1867661,Claudia,,Ward 57,-33.93902,18.46766,Entire home/apt,811,14,15,2018-01-08,0.18,1,133
381267,Victorian beauty in observatory!,1912713,Katrin,,Ward 57,-33.93808,18.47297,Entire home/apt,1944,10,1,2015-01-04,0.02,2,37
383141,Vredekloof Accommodation Plataan 2 Bedroom House,1920039,Natasja,,Ward 102,-33.8631,18.67752,Entire home/apt,1594,2,0,,,2,331
390198,Fabulous views,1952066,Rita,,Ward 54,-33.91239,18.3908,Private room,573,4,42,2019-01-09,0.49,2,365
395538,5-star Penthouse with amazing views,1976676,Hiske,,Ward 115,-33.92393,18.42123,Entire home/apt,3440,3,7,2018-01-02,0.10,1,365
400107,Camps Bay Villa with Mountain Views near the Beach,1997313,Shirley,,Ward 54,-33.95259,18.37952,Entire home/apt,6992,2,25,2019-01-13,0.34,5,283
409909,Hareb House Studio- City Centre - no cleaning fee,2040612,Sandy & Peter,,Ward 77,-33.93528,18.4302,Entire home/apt,475,2,99,2019-01-20,1.21,1,138
412408,Feel at home,2052786,Kim,,Ward 23,-33.81093,18.47568,Private room,1189,2,1,2013-03-10,0.01,1,180
412654,Binkabi studio apartment,2053546,Richard & Freda,,Ward 74,-34.04047,18.36137,Entire home/apt,797,2,76,2019-04-04,0.98,2,348
428550,Tristan's self catering Beach House,2130446,Heather & Tristan,,Ward 61,-34.13846,18.3298,Entire home/apt,3496,2,2,2015-04-27,0.04,3,365
438726,Single room in Artist's lake cottage,2036580,Charlene,,Ward 67,-34.05729,18.50474,Private room,350,2,5,2014-11-22,0.06,1,90
439185,Stylish Victorian Home in Cape Town,2181940,Jessica,,Ward 77,-33.93669,18.40654,Entire home/apt,9999,3,10,2016-05-26,0.12,5,365
444928,Spacious garden cottage with pool,2210731,Martin And Janis,,Ward 58,-33.98083,18.47842,Entire home/apt,531,2,51,2018-12-04,0.67,2,321
450145,Spacious room in sunfilled flat,2235544,Jessy,,Ward 115,-33.91013,18.41007,Private room,252,90,44,2018-10-28,0.53,1,306
469356,Beautiful spacious cottage in upper Zwaanswyk,2256975,Diana,,Ward 71,-34.06872,18.41198,Entire home/apt,1972,2,1,2018-12-09,0.23,1,280
471729,Seaview cottage in Scarborough,2339584,Gregory,,Ward 61,-34.19953,18.37765,Entire home/apt,839,2,45,2019-03-31,0.84,2,351
473856,Explore Cape Town from a Cosy Apartment in a Prime Location,2349400,Katrin,,Ward 115,-33.92636,18.41459,Entire home/apt,993,1,140,2019-04-09,1.70,3,317
474596,RONDEBOSCH CAPE TOWN FAMILY HOLIDAY HOME,2352753,Cindy,,Ward 58,-33.96867,18.48709,Entire home/apt,7006,7,2,2019-01-03,0.13,2,365
477268,A Sunflower Stop Backpackers Hostel,2365927,A Sunflower Stop,,Ward 115,-33.90879,18.40241,Private room,1049,1,1,2012-10-30,0.01,3,364
487218,Stylish Annex Room in Popular Guest,914135,Cape Standard,,Ward 115,-33.90944,18.40349,Private room,783,4,1,2013-04-19,0.01,6,365
487232, Accommodation in Green Point,914135,Cape Standard,,Ward 115,-33.90945,18.40333,Private room,1944,2,3,2016-02-23,0.04,6,365
487252,Green Point - Chic White Studio,914135,Cape Standard,,Ward 115,-33.9097,18.41156,Entire home/apt,783,3,36,2019-02-20,0.44,6,352
487261,Tamboerskloof Quaint Garden Studio,914135,Cape Standard,,Ward 77,-33.92748,18.40151,Private room,755,3,3,2014-03-09,0.04,6,364
498170,En-suite With Separate Entrance in Green Point,2459900,Odette,,Ward 115,-33.90817,18.40338,Private room,615,1,139,2019-04-02,1.67,1,342
499867,apartment with the best view for 4,2467055,Crispin & Ute,,Ward 115,-33.92861,18.42118,Entire home/apt,1343,7,3,2014-12-27,0.04,2,16
501475,Super-sunny Seapoint Flat,2474454,Paul,,Ward 54,-33.91962,18.38508,Entire home/apt,1259,7,17,2018-01-03,0.22,2,0
511414,"Sunny + Modern with Balcony, AirCon & Wifi",2516345,Jaco,,Ward 115,-33.91659,18.41918,Entire home/apt,629,3,3,2015-01-06,0.04,63,215
512371,"Spectacular Views with AirCon, Free Wifi & Parking",2516345,Jaco,,Ward 115,-33.91576,18.42004,Entire home/apt,741,3,9,2018-03-05,0.12,63,364
514629,Modern design flat with ocean view,2534542,Tim & Diana,,Ward 77,-33.93584,18.43287,Entire home/apt,867,2,52,2019-03-28,0.72,1,351
516068,Walking Distance to the Waterfront. Balcony & Wifi,2516345,Jaco,,Ward 115,-33.90727,18.41037,Entire home/apt,881,3,24,2019-03-08,0.32,63,350
516875,"Rockwell 2 bed, 2 bath  in Waterkant  GLASS FIBRE",1210580,Willem,,Ward 115,-33.91438,18.41971,Entire home/apt,2196,2,66,2019-03-29,0.84,2,267
518545,"CBD Loft. Free Wifi, Parking, Gym, Balcony & BBQ",2516345,Jaco,,Ward 115,-33.92285,18.4228,Entire home/apt,881,3,4,2018-07-13,0.08,63,313
518726,COLLINGWOOD STUD Entire Guest House,2552379,David,,Ward 105,-33.81074,18.62143,Private room,5943,4,3,2016-01-03,0.04,5,358
518760,Outside Guest room with en suite,2552992,Felicity,,Ward 15,-34.06982,18.84836,Private room,503,1,21,2018-03-11,0.34,1,350
518837,5 Kingfisher: Studio apartment with a view,2552971,Lucinda,,Ward 61,-34.13877,18.33317,Entire home/apt,671,2,9,2019-03-31,2.27,1,291
535887,A Sunflower Stop Double en-suite,2365927,A Sunflower Stop,,Ward 115,-33.9082,18.4048,Private room,1049,1,0,,,3,365
536013,A Sunflower Stop Twin shared bath,2365927,A Sunflower Stop,,Ward 59,-33.98086,18.46595,Private room,853,1,1,2013-03-03,0.01,3,365
537809,Near Everywhere You Want To Be. Wifi. Parking. Gym,2516345,Jaco,,Ward 115,-33.9289,18.42146,Entire home/apt,434,3,5,2018-02-22,0.07,63,306
543206,2Oceans Apartments w. garden & pool!,2670647,Anja & Thomas,,Ward 69,-34.12248,18.39445,Entire home/apt,685,2,2,2014-04-03,0.03,1,331
551666,"The Inn at Castle Hill, Kalk Bay Superior Room (2)",2711126,Castle Hill,,Ward 64,-34.12583,18.44986,Private room,1496,1,27,2019-03-30,0.56,7,338
553936,Modern Beach Front Apartment in Bloubergstrand,65714,John,,Ward 23,-33.81862,18.47446,Entire home/apt,1384,2,0,,,2,145
562793,De Waterkant Apt. Spacious Balcony & Mountain View,2516345,Jaco,,Ward 115,-33.91815,18.42085,Entire home/apt,1356,3,16,2019-03-14,0.20,63,332
563282,"City Centre Pad with AirCon, Free WiFi & Parking",2516345,Jaco,,Ward 115,-33.92103,18.42077,Entire home/apt,448,3,7,2018-12-08,0.10,63,325
563459,Spacious 1 Bedroom Cottage with off-street parking,2762369,Karis,,Ward 115,-33.90922,18.40332,Entire home/apt,713,2,13,2019-03-09,0.34,2,196
565844,Makai Surf Lodge Cape Town,2782178,Rik,,Ward 113,-33.83094,18.49603,Private room,713,4,4,2015-01-11,0.05,1,364
576458,Bree Street Loft - City Centre,2835853,P.,,Ward 115,-33.92292,18.418,Entire home/apt,1259,2,118,2019-03-29,1.55,1,349
590826,Cape Town Waterfront Apartment,2915241,Nicole,,Ward 115,-33.913,18.42489,Entire home/apt,1846,2,8,2018-01-30,0.12,4,362
605399,Bantry Bay Modern House Cape Town,2998358,Adrian,,Ward 54,-33.92669,18.37937,Entire home/apt,8503,7,2,2015-12-27,0.03,2,46
606963,Lovely Guesthouse with Old-Fashioned Service and Ocean View,3007248,Florian,,Ward 64,-34.12644,18.44818,Private room,1105,1,41,2019-02-17,0.55,17,347
608327,Private Guest House in Quiet street,3006485,Gordon,,Ward 115,-33.91147,18.4145,Private room,4223,2,22,2019-02-09,0.33,3,342
609879,At Last B & B -your home from home,3024417,Bev,,Ward 53,-33.94162,18.49256,Private room,601,2,7,2016-08-27,0.09,1,0
610503,Amazing Duplex Flat with private garden.,1142129,Ida,,Ward 77,-33.93994,18.40243,Entire home/apt,895,7,0,,,1,0
611956,COLONIAL STYLE SEA POINT APARTMENT,3035834,Darryl And Ron,,Ward 54,-33.91491,18.3885,Entire home/apt,1496,2,120,2019-03-10,1.51,5,308
613068,"Our family home, nice and cozy well",2600948,Justino,,Ward 21,-33.88132,18.63897,Entire home/apt,2797,1,0,,,1,365
617238,"Stylish Apartment with Large, Covered Balcony",1852795,Jenny,,Ward 115,-33.91602,18.41923,Entire home/apt,1454,5,25,2019-03-25,0.32,3,267
636290,"Colourful Loft with Free Wifi, Parking & Gym",2516345,Jaco,,Ward 115,-33.91191,18.41603,Entire home/apt,671,3,5,2017-12-01,0.09,63,196
650049,Beautiful Loft Table Mountain Views in Trendy De Waterkant,2824970,Claire,,Ward 115,-33.91897,18.41934,Entire home/apt,993,1,160,2019-03-17,2.37,1,305
651284,2 bedroom spacious garden flat,3271959,Jackie,,Ward 77,-33.92953,18.40291,Entire home/apt,1245,7,13,2018-01-07,0.17,1,0
653488,Twin Bedroom with Full bathroom,3006485,Gordon,,Ward 115,-33.91132,18.4153,Private room,1203,2,8,2019-03-25,0.13,3,334
653565,Border of Green Point Loft. Free Wifi & Parking,2516345,Jaco,,Ward 115,-33.91274,18.41469,Entire home/apt,434,3,3,2019-03-10,0.05,63,304
655316,View over Cape Town/Table Mountain,3298560,Marcell,,Ward 115,-33.93234,18.40817,Entire home/apt,881,3,3,2018-01-02,0.06,1,0
659419,Self catering 3 bedrooms 3 bathrooms,3326652,Fabrizio,,Ward 4,-33.85396,18.49438,Entire home/apt,1818,1,4,2019-04-07,0.25,9,222
660090,Separate entrance 2 bedrooms 2 bathrooms flat,3326652,Fabrizio,,Ward 4,-33.8546,18.49457,Entire home/apt,1426,1,3,2019-01-27,0.12,9,227
660099,Separate entrance 1 bedroom flat,3326652,Fabrizio,,Ward 4,-33.85424,18.49446,Entire home/apt,1007,1,0,,,9,221
667072,"Friendly , stylish value for money",3374257,Diana,,Ward 74,-34.0452,18.36537,Entire home/apt,1301,4,28,2019-01-01,0.43,2,292
668544,"Llandudno Beach Apartment, private and secure.",3384207,Brenda,,Ward 74,-34.00874,18.34198,Entire home/apt,2503,1,22,2019-01-06,0.34,1,343
670616,Bo Kaap Garden Flat (Cape Town),227103,Joy,,Ward 77,-33.9184,18.41611,Entire home/apt,797,1,47,2018-04-01,0.60,2,321
672103,Magical manor house,3408518,Marc,,Ward 71,-34.04384,18.42891,Entire home/apt,4951,5,6,2019-01-03,0.08,1,112
675177,Stunning Beachfront Penthouse. Spectacular Views!,2516345,Jaco,,Ward 115,-33.90081,18.40596,Entire home/apt,2559,3,14,2019-03-16,0.45,63,182
678993,Bay Leaf Cottage,3455821,Gwendoline,,Ward 57,-33.93607,18.46662,Entire home/apt,825,2,36,2019-03-07,0.48,1,336
686495,Perfectly positioned Bakoven home,3517753,Odette,,Ward 54,-33.96057,18.37866,Entire home/apt,5006,2,3,2017-01-15,0.06,2,0
688644,OLIVE'S COTTAGE,615652,Doreen,,Ward 115,-33.93134,18.40684,Entire home/apt,2797,1,31,2018-12-04,0.40,6,365
689737,Maxwell's. Whole House,3523392,Keith,,Ward 62,-33.98541,18.44022,Entire home/apt,5006,4,19,2018-01-04,0.29,5,354
690609,"Sunny, spacious & centrally located",3528720,Tom,,Ward 57,-33.93746,18.46708,Entire home/apt,601,3,123,2019-03-31,1.56,2,73
697880,Private Garden Cottage,3576139,Angela,,Ward 57,-33.93562,18.44327,Entire home/apt,811,2,163,2019-04-05,2.11,3,351
703690,Fusion 4 Camps Bay,3613645,Anne-Sophie & Jonathan,,Ward 54,-33.96719,18.37941,Entire home/apt,8027,5,2,2017-12-09,0.06,2,0
705887,Cape Town City Studio Apartment,3626769,Toni,,Ward 115,-33.92719,18.4156,Entire home/apt,797,2,10,2019-03-15,0.35,1,217
706632,Winelands Heaven.,3632181,Alfred,,Ward 15,-34.05592,18.85206,Private room,224,7,4,2016-12-16,0.06,1,106
708351,Cape Cottage-A Home Away From Home,3642757,Jason & Jessica,,Ward 64,-34.08444,18.47744,Entire home/apt,1105,1,47,2019-03-18,0.60,1,0
714816,Fabulous en-suite in arty Woodstock villa,3681463,Mark &  Annette,,Ward 57,-33.93087,18.45621,Private room,378,3,110,2019-04-08,1.40,2,352
731764,Lido Serviced Apartment on Beach Front/Sea Views,3809204,Chantal,,Ward 54,-33.92063,18.38467,Entire home/apt,1804,3,1,2018-12-03,0.22,8,351
731882,African Beach Studio 1 - Serviced / Sea Views,3809204,Chantal,,Ward 115,-33.90098,18.3993,Entire home/apt,1203,3,8,2019-04-03,0.16,8,352
732339,ZEBRA PLACE ROSENDAL DURBANVILLE.CT,3812467,Otto,,Ward 21,-33.86759,18.6439,Entire home/apt,601,2,30,2019-03-26,0.61,3,43
732409,GUINEA FOWL SELF CATERING APARTMENT DURBANVILLE CT,3812467,Otto,,Ward 21,-33.86784,18.64421,Entire home/apt,503,2,36,2019-01-09,0.46,3,291
736534,Enjoy a Private Room in Chartfield Guesthouse,3007248,Florian,,Ward 64,-34.12637,18.44963,Private room,1105,1,17,2019-02-02,0.43,17,346
737219,Zaida's Lodge - Guest Rooms,3849182,Zaida,,Ward 60,-33.98316,18.50311,Private room,392,5,5,2015-09-30,0.07,7,365
742345,Room with a View - Green Point,3886732,Koos,,Ward 115,-33.91033,18.41094,Entire home/apt,755,3,0,,,53,349
746507,Stylish Modern Apartment by V&A Waterfront,3917329,Hannes,,Ward 115,-33.91135,18.41305,Entire home/apt,783,5,147,2019-04-14,1.88,4,141
748713,Rondebosch Loft Cape Town,1151158,Linda,,Ward 59,-33.96146,18.4702,Entire home/apt,1804,3,43,2019-04-12,0.56,1,227
